id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
adt_group_access_nh_cancel_reason,admin:access_nh_cancel_reason,model_nh_cancel_reason,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_nh_activity_data,admin:access_nh_activity_data,model_nh_activity_data,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_res_users,admin:access_res_users,model_res_users,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_res_partner,admin:access_res_partner,model_res_partner,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_nh_clinical_device,admin:access_nh_clinical_device,model_nh_clinical_device,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_nh_clinical_device_type,admin:access_nh_clinical_device_type,model_nh_clinical_device_type,nh_clinical_base.group_nhc_adt,1,1,1,1
adt_group_access_demo_env,admin:access_demo_env,model_nh_clinical_demo_env,nh_clinical_base.group_nhc_adt,1,1,1,1
,,,,,,,
ward_manager_group_access_nh_clinical_pos,ward_manager:access_nh_clinical_pos,model_nh_clinical_pos,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_clinical_location,ward_manager:access_nh_clinical_location,model_nh_clinical_location,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_clinical_patient,ward_manager:access_nh_clinical_patient,model_nh_clinical_patient,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_activity,ward_manager:access_nh_activity,model_nh_activity,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_cancel_reason,ward_manager:access_nh_cancel_reason,model_nh_cancel_reason,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_activity_data,ward_manager:access_nh_activity_data,model_nh_activity_data,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_res_users,ward_manager:access_res_users,model_res_users,nh_clinical_base.group_nhc_ward_manager,1,1,0,0
ward_manager_group_access_res_partner,ward_manager:access_res_partner,model_res_partner,nh_clinical_base.group_nhc_ward_manager,1,0,0,0
ward_manager_group_access_nh_clinical_device,ward_manager:access_nh_clinical_device,model_nh_clinical_device,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_nh_clinical_device_type,ward_manager:access_nh_clinical_device_type,model_nh_clinical_device_type,nh_clinical_base.group_nhc_ward_manager,1,1,1,0
ward_manager_group_access_demo_env,ward_manager:access_demo_env,model_nh_clinical_demo_env,nh_clinical_base.group_nhc_ward_manager,1,1,1,1
,,,,,,,
nurse_group_access_nh_clinical_pos,nurse:access_nh_clinical_pos,model_nh_clinical_pos,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_nh_clinical_location,nurse:access_nh_clinical_location,model_nh_clinical_location,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_nh_clinical_patient,nurse:access_nh_clinical_patient,model_nh_clinical_patient,nh_clinical_base.group_nhc_nurse,1,1,1,0
nurse_group_access_nh_activity,nurse:access_nh_activity,model_nh_activity,nh_clinical_base.group_nhc_nurse,1,1,1,0
nurse_group_access_nh_cancel_reason,nurse:access_nh_cancel_reason,model_nh_cancel_reason,nh_clinical_base.group_nhc_nurse,1,1,1,0
nurse_group_access_nh_activity_data,nurse:access_nh_activity_data,model_nh_activity_data,nh_clinical_base.group_nhc_nurse,1,1,1,0
nurse_group_access_res_users,nurse:access_res_users,model_res_users,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_res_partner,nurse:access_res_partner,model_res_partner,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_nh_clinical_device,nurse:access_nh_clinical_device,model_nh_clinical_device,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_nh_clinical_device_type,nurse:access_nh_clinical_device_type,model_nh_clinical_device_type,nh_clinical_base.group_nhc_nurse,1,0,0,0
nurse_group_access_demo_env,nurse:access_demo_env,model_nh_clinical_demo_env,nh_clinical_base.group_nhc_nurse,1,1,1,1
,,,,,,,
hca_group_access_nh_clinical_pos,hca:access_nh_clinical_pos,model_nh_clinical_pos,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_nh_clinical_location,hca:access_nh_clinical_location,model_nh_clinical_location,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_nh_clinical_patient,hca:access_nh_clinical_patient,model_nh_clinical_patient,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_nh_activity,hca:access_nh_activity,model_nh_activity,nh_clinical_base.group_nhc_hca,1,1,1,0
hca_group_access_nh_cancel_reason,hca:access_nh_cancel_reason,model_nh_cancel_reason,nh_clinical_base.group_nhc_hca,1,1,1,0
hca_group_access_nh_activity_data,hca:access_nh_activity_data,model_nh_activity_data,nh_clinical_base.group_nhc_hca,1,1,1,0
hca_group_access_res_users,hca:access_res_users,model_res_users,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_res_partner,hca:access_res_partner,model_res_partner,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_nh_clinical_device,hca:access_nh_clinical_device,model_nh_clinical_device,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_nh_clinical_device_type,hca:access_nh_clinical_device_type,model_nh_clinical_device_type,nh_clinical_base.group_nhc_hca,1,0,0,0
hca_group_access_demo_env,hca:access_demo_env,model_nh_clinical_demo_env,nh_clinical_base.group_nhc_hca,1,1,1,1
,,,,,,,
doctor_group_access_nh_clinical_pos,doctor:access_nh_clinical_pos,model_nh_clinical_pos,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_clinical_location,doctor:access_nh_clinical_location,model_nh_clinical_location,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_clinical_patient,doctor:access_nh_clinical_patient,model_nh_clinical_patient,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_activity,doctor:access_nh_activity,model_nh_activity,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_cancel_reason,doctor:access_nh_cancel_reason,model_nh_cancel_reason,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_activity_data,doctor:access_nh_activity_data,model_nh_activity_data,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_res_users,doctor:access_res_users,model_res_users,nh_clinical_base.group_nhc_doctor,1,0,0,0
doctor_group_access_res_partner,doctor:access_res_partner,model_res_partner,nh_clinical_base.group_nhc_doctor,1,0,0,0
doctor_group_access_nh_clinical_device,doctor:access_nh_clinical_device,model_nh_clinical_device,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_nh_clinical_device_type,doctor:access_nh_clinical_device_type,model_nh_clinical_device_type,nh_clinical_base.group_nhc_doctor,1,1,1,0
doctor_group_access_demo_env,doctor:access_demo_env,model_nh_clinical_demo_env,nh_clinical_base.group_nhc_doctor,1,1,1,1
